unsat_SMILE,sat_SMILE,delta_H,nH2,pH2
CCC1OC1C=O,CCC1OC1CO,71.513369,1,1.97
CCN1CC1C=O,CCN1CC1CO,60.039934,1,1.99
COC1CC1C=O,COC1CC1CO,53.864758,1,1.97
OCC1CC1C=O,OCC1CC1CO,53.423674,1,1.97
OCC1NC1C=O,OCC1NC1CO,69.6361365,1,1.96
OCC1OC1C=O,OCC1OC1CO,73.3853505,1,1.94
C#CC1=CCCC1,CCC1CCCC1,124.8976605,3,6.16
C#CC1=CCOC1,CCC1CCOC1,128.707261,3,6.04
C#CC1CC=CC1,CCC1CCCC1,129.6445645,3,6.16
C#CC1CCC=C1,CCC1CCCC1,130.4120857,3,6.16
C#CC1CCCC1,CCC1CCCC1,141.309661,2,4.11
C#CC1CCOC1,CCC1CCOC1,142.995232,2,4.03
C#CC1COCO1,CCC1COCO1,150.8231602,2,3.95
C#CC1OCCO1,CCC1OCCO1,156.490302,2,3.95
O=CC1=CCCC1,OCC1CCCC1,76.785373,2,4.03
O=CC1=CCOC1,OCC1CCOC1,85.1108335,2,3.95
O=CC1CC=CC1,OCC1CCCC1,85.66087575,2,4.03
O=CC1CCC=C1,OCC1CCCC1,85.806591,2,4.03
O=CC1CCCC1,OCC1CCCC1,71.6472695,1,2.01
O=CC1CCCO1,OCC1CCCO1,85.3103715,1,1.97
O=CC1CCOC1,OCC1CCOC1,69.4208455,1,1.97
O=CC1COCO1,OCC1COCO1,87.576178,1,1.94
O=CC1OCCO1,OCC1OCCO1,88.2771865,1,1.94
CCC1=CCCC1,CCC1CCCC1,98.6216565,1,2.05
CCC1=CCOC1,CCC1CCOC1,106.5506665,1,2.01
OCC1=CCCC1,OCC1CCCC1,103.796517,1,2.01
OCC1=CCOC1,OCC1CCOC1,114.7632305,1,1.97
CCC1CC=CC1,CCC1CCCC1,104.5920435,1,2.05
COC1CC=CC1,COC1CCCC1,108.1364685,1,2.01
OCC1CC=CC1,OCC1CCCC1,103.638987,1,2.01
CCC1CCC=C1,CCC1CCCC1,105.613363,1,2.05
COC1CCC=C1,COC1CCCC1,110.32351,1,2.01
OCC1CCC=C1,OCC1CCCC1,105.23004,1,2.01
O=CC(=O)C1CC1,OCC(O)C1CC1,76.8195045,2,3.95
O=CC(=O)C1CN1,OCC(O)C1CN1,72.58063475,2,3.91
O=CC(=O)C1CO1,OCC(O)C1CO1,84.31661975,2,3.87
CC(C=O)C1CC1,CC(CO)C1CC1,67.974195,1,2.01
CC(C=O)C1CO1,CC(CO)C1CO1,73.256701,1,1.97
CC(C=O)N1CC1,CC(CO)N1CC1,78.570713,1,1.99
CCC(=O)C1CC1,CCC(O)C1CC1,38.6762405,1,2.01
CCC(=O)C1CN1,CCC(O)C1CN1,39.1225755,1,1.99
CCC(=O)C1CO1,CCC(O)C1CO1,62.2164735,1,1.97
OCC(=O)C1CC1,OCC(O)C1CC1,63.516096,1,1.97
OCC(=O)C1CN1,OCC(O)C1CN1,48.776539,1,1.96
OCC(=O)C1CO1,OCC(O)C1CO1,64.3851365,1,1.94
C#CC#CC1CC1,CCCCC1CC1,136.0632556,4,8.22
C#CC#CC1CO1,CCCCC1CO1,140.9900064,4,8.06
C#CCCC1CC1,CCCCC1CC1,140.921087,2,4.11
C#CCCC1CO1,CCCCC1CO1,141.798004,2,4.03
C#CCCN1CC1,CCCCN1CC1,140.9591568,2,4.07
C#CCOC1CC1,CCCOC1CC1,149.6259323,2,4.03
O=CC#CC1CC1,OCCCC1CC1,115.1097965,3,6.04
O=CC#CC1CO1,OCCCC1CO1,122.1758922,3,5.92
O=CCCC1CC1,OCCCC1CC1,65.0467625,1,2.01
O=CCCC1CO1,OCCCC1CO1,65.7503965,1,1.97
O=CCCN1CC1,OCCCN1CC1,65.275181,1,1.99
O=CCOC1CC1,OCCOC1CC1,80.0016105,1,1.97
CC#CCC1CC1,CCCCC1CC1,134.2759465,2,4.11
CC#CCC1CO1,CCCCC1CO1,136.1492407,2,4.03
CC#CCN1CC1,CCCCN1CC1,136.7439165,2,4.07
CCC#CC1CC1,CCCCC1CC1,134.5686898,2,4.11
CCC#CC1CO1,CCCCC1CO1,141.4448742,2,4.03
OCC#CC1CC1,OCCCC1CC1,141.7179262,2,4.03
OCC#CC1CO1,OCCCC1CO1,146.1261407,2,3.95
CC1C(C)C1C=O,CC1C(C)C1CO,55.9467795,1,2.01
CC1C(C=O)N1C,CC1C(CO)N1C,57.8633945,1,1.99
CC1C(O)C1C=O,CC1C(O)C1CO,64.1540925,1,1.97
C#CC12CC1CC2,CCC12CC1CC2,140.8344455,2,4.2
C#CC12CC1CO2,CCC12CC1CO2,149.516974,2,4.11
C#CC12CC1OC2,CCC12CC1OC2,142.0159205,2,4.11
C#CC12CCC1O2,CCC12CCC1O2,149.632496,2,4.11
O=CC12CC1CC2,OCC12CC1CC2,52.998343,1,2.06
O=CC12CC1CO2,OCC12CC1CO2,67.680139,1,2.01
O=CC12CC1OC2,OCC12CC1OC2,57.0967485,1,2.01
O=CC12CCC1N2,OCC12CCC1N2,64.193475,1,2.03
O=CC12CCC1O2,OCC12CCC1O2,84.1709045,1,2.01
O=CC12CN1CC2,OCC12CN1CC2,61.4183215,1,2.03
O=C1CCC11CC1,OC1CCC11CC1,43.063451,1,2.06
O=C1CCC11CN1,OC1CCC11CN1,49.212372,1,2.03
O=C1CCC11CO1,OC1CCC11CO1,63.0408805,1,2.01
O=C1COC11CC1,OC1COC11CC1,51.270764,1,2.01
C1CC11CC=CC1,C1CC11CCCC1,106.7869615,1,2.1
C1OC11CC=CC1,C1OC11CCCC1,108.317628,1,2.06
C1CC11CCC=C1,C1CC11CCCC1,103.817521,1,2.1
C1OC11CCC=C1,C1OC11CCCC1,106.1095825,1,2.06
CC1C2CC2C1=O,CC1C2CC2C1O,44.7989065,1,2.06
CC1C2NC2C1=O,CC1C2NC2C1O,68.9272515,1,2.03
CC1C2OC2C1=O,CC1C2OC2C1O,71.2481935,1,2.01
OC1C2CC2C1=O,OC1C2CC2C1O,58.191582,1,2.01
OC1C2NC2C1=O,OC1C2NC2C1O,77.058425,1,1.99
OC1C2OC2C1=O,OC1C2OC2C1O,87.859732,1,1.98
C1C=CC=CC=C1,C1CCCCCC1,94.32458817,3,6.16
C1CC=CC=CC1,C1CCCCCC1,100.1063767,2,4.11
C1CC=CCC=C1,C1CCCCCC1,110.1594162,2,4.11
C1CCC=CCC1,C1CCCCCC1,101.2314035,1,2.05
O=C1CC2CCC12,OC1CC2CCC12,47.253749,1,2.06
O=C1CC2COC12,OC1CC2COC12,54.195571,1,2.01
O=C1CC2OCC12,OC1CC2OCC12,50.535624,1,2.01
O=C1CN2CCC12,OC1CN2CCC12,50.30458,1,2.03
C#CC1CC2CC12,CCC1CC2CC12,141.3556073,2,4.2
C#CC1CC2OC12,CCC1CC2OC12,144.9879865,2,4.11
C#CC1OC2CC12,CCC1OC2CC12,150.162847,2,4.11
O=CC1CC2CC12,OCC1CC2CC12,62.843968,1,2.06
O=CC1CC2CN12,OCC1CC2CN12,71.7260345,1,2.03
O=CC1CC2NC12,OCC1CC2NC12,68.567558,1,2.03
O=CC1CC2OC12,OCC1CC2OC12,70.856994,1,2.01
O=CC1CN2CC12,OCC1CN2CC12,64.9627465,1,2.03
O=CC1OC2CC12,OCC1OC2CC12,82.5693495,1,2.01
C1C2CC=CCC12,C1C2CCCCC12,99.2150195,1,2.1
C1C2CCC=CC12,C1C2CCCCC12,97.3561655,1,2.1
C1CC2=CCCC12,C1CC2CCCC12,156.516557,1,2.1
C1OC2CCC=C12,C1OC2CCCC12,173.0703345,1,2.06
C1CC2C=CCC12,C1CC2CCCC12,107.2280455,1,2.1
C1OC2C=CCC12,C1OC2CCCC12,103.061377,1,2.06
C1OC2CC=CC12,C1OC2CCCC12,98.5743975,1,2.06
CC1C2CC=CC12,CC1C2CCCC12,99.1257525,1,2.1
OC1C2CC=CC12,OC1C2CCCC12,103.6416125,1,2.06
C#CC1C2CCC12,CCC1C2CCC12,138.4885613,2,4.2
C#CC1C2COC12,CCC1C2COC12,142.8652697,2,4.11
O=CC1C2CCC12,OCC1C2CCC12,64.471778,1,2.06
O=CC1C2CCN12,OCC1C2CCN12,68.1396015,1,2.03
O=CC1C2COC12,OCC1C2COC12,68.3601435,1,2.01
CC1C2CC(=O)C12,CC1C2CC(O)C12,39.056938,1,2.06
CN1C2CC(=O)C12,CN1C2CC(O)C12,48.0912835,1,2.03
OC1C2CC(=O)C12,OC1C2CC(O)C12,53.985531,1,2.01
O=C1C=CC2CC12,OC1CCC2CC12,77.08468,2,4.11
O=C1C=CC2NC12,OC1CCC2NC12,91.482922,2,4.07
O=C1C=CC2OC12,OC1CCC2OC12,96.6367785,2,4.03
O=C1CCC2CC12,OC1CCC2CC12,46.0276405,1,2.06
O=C1CCC2NC12,OC1CCC2NC12,60.0163045,1,2.03
O=C1CCC2OC12,OC1CCC2OC12,62.733697,1,2.01
O=C1CCN2CC12,OC1CCN2CC12,47.810355,1,2.03
O=C1COC2CC12,OC1COC2CC12,53.4840605,1,2.01
CC1=CCC2CC12,CC1CCC2CC12,104.426637,1,2.1
CC1=CCC2OC12,CC1CCC2OC12,117.6224,1,2.06
CC1C=CC2CC12,CC1CCC2CC12,115.527251,1,2.1
CC1C=CC2OC12,CC1CCC2OC12,128.0115035,1,2.06
OC1C=CC2CC12,OC1CCC2CC12,117.8928265,1,2.06
OC1C=CC2NC12,OC1CCC2NC12,125.068318,1,2.03
OC1C=CC2OC12,OC1CCC2OC12,129.8703575,1,2.01
O=C1C2CC1C=C2,OC1C2CC1CC2,97.97972175,2,4.11
O=C1C2CC1CC2,OC1C2CC1CC2,52.914327,1,2.06
O=C1C2CC1OC2,OC1C2CC1OC2,71.7627915,1,2.01
O=C1C2CCC1O2,OC1C2CCC1O2,85.6726905,1,2.01
CC1C2CC1C=C2,CC1C2CC1CC2,162.3162865,1,2.1
OC1C2CC1C=C2,OC1C2CC1CC2,149.9711855,1,2.06
C#CC1C2CC1C2,CCC1C2CC1C2,138.1564355,2,4.2
C#CC1C2CC1O2,CCC1C2CC1O2,139.7369865,2,4.11
O=CC1C2CC1C2,OCC1C2CC1C2,64.1803475,1,2.06
O=CC1C2CC1O2,OCC1C2CC1O2,67.7352745,1,2.01
O=CC1C2CN1C2,OCC1C2CN1C2,80.2116505,1,2.03
C1C2C3C=CC2C13,C1C2C3CCC2C13,153.27669,1,2.14
O=C1C2C3C1CN23,OC1C2C3C1CN23,46.4634735,1,2.08
O=C1C2C3CC1C23,OC1C2C3CC1C23,53.5838295,1,2.1
O=C1C2C3CC1N23,OC1C2C3CC1N23,61.799019,1,2.08
O=C1C2C3OC1C23,OC1C2C3OC1C23,81.1830855,1,2.06
C1C2C3C=CC1C23,C1C2C3CCC1C23,126.890415,1,2.14
C1C2C3CC=C1C23,C1C2C3CCC1C23,310.6202795,1,2.14
CC#CC(F)(F)F,CCCC(F)(F)F,156.1791802,2,3.6
CC(=O)C(F)(F)F,CC(O)C(F)(F)F,87.381891,1,1.77
CC1=CC(=O)C=CO1,CC1CC(O)CCO1,68.52730033,3,5.21
CC1=CC=CC(C)=C1,CC1CCCC(C)C1,62.3477485,3,5.39
CC1=CC=CC(O)=C1,CC1CCCC(O)C1,60.54315483,3,5.3
OC1=CC=CC(O)=C1,OC1CCCC(O)C1,58.7245585,3,5.21
CC1=CC(C)=C(C)O1,CC1CC(C)C(C)O1,63.76420575,2,3.53
CC1=CC(O)=C(C)O1,CC1CC(O)C(C)O1,71.156301,2,3.47
CC1=CC=C(C)C=C1,CC1CCC(C)CC1,59.96992067,3,5.39
CC1=CC=C(O)C=C1,CC1CCC(O)CC1,59.85964967,3,5.3
OC1=CC=C(O)C=C1,OC1CCC(O)CC1,60.05743733,3,5.21
CC1=CC(C=O)=CO1,CC1CC(CO)CO1,65.65500333,3,5.21
CC1=COC(C=O)=C1,CC1COC(CO)C1,68.2761275,3,5.21
CC1=COC(CO)=C1,CC1COC(CO)C1,73.17924875,2,3.47
CCC1=CC(C)=CO1,CCC1CC(C)CO1,66.755963,2,3.53
CCC1=CC(O)=CO1,CCC1CC(O)CO1,74.21632125,2,3.47
COC1=CC(C)=CO1,COC1CC(C)CO1,84.388821,2,3.47
CC1=CC=C(CO)O1,CC1CCC(CO)O1,72.805115,2,3.47
CCC1=CC=C(C)O1,CCC1CCC(C)O1,67.65519675,2,3.53
COC1=CC=C(C)O1,COC1CCC(C)O1,84.346813,2,3.47
CC1=CC(CO)=CO1,CC1CC(CO)CO1,70.872747,2,3.47
CCC1=COC(C)=C1,CCC1COC(C)C1,66.3175045,2,3.53
COC1=COC(C)=C1,COC1COC(C)C1,70.6338265,2,3.47
CC1=CC=CC=C1C,CC1CCCCC1C,58.24234167,3,5.39
CC1=CC=CC=C1O,CC1CCCCC1O,57.97541583,3,5.3
OC1=CC=CC=C1O,OC1CCCCC1O,59.15689083,3,5.21
CC1=COC=CC1=O,CC1COCCC1O,66.98350633,3,5.21
O=C1C=CC=CC=C1,OC1CCCCCC1,81.416755,4,7.07
CC1=COC(C)=C1C,CC1COC(C)C1C,61.552222,2,3.53
CC1=COC(C)=C1O,CC1COC(C)C1O,71.0329025,2,3.47
C#CCC1=CC=CO1,CCCC1CCCO1,107.2792428,4,7.07
O=CCC1=CC=CO1,OCCC1CCCO1,68.52730033,3,5.21
CC#CC1=CC=CO1,CCCC1CCCO1,101.3692423,4,7.07
CCCC1=CC=CO1,CCCC1CCCO1,67.49504125,2,3.53
CCOC1=CC=CO1,CCOC1CCCO1,86.08095575,2,3.47
COCC1=CC=CO1,COCC1CCCO1,72.4401705,2,3.47
OCCC1=CC=CO1,OCCC1CCCO1,67.800912,2,3.47
CC(=O)C1=CC=CO1,CC(O)C1CCCO1,64.5951765,3,5.21
CC(C)C1=CC=CO1,CC(C)C1CCCO1,66.62074975,2,3.53
CC(O)C1=CC=CO1,CC(O)C1CCCO1,74.6245865,2,3.47
C#CC1=CC=CC=C1,CCC1CCCCC1,92.9337733,5,8.99
O=CC1=CC=CC=C1,OCC1CCCCC1,61.0612535,4,7.07
CCC1=CC=CC=C1,CCC1CCCCC1,61.44545167,3,5.39
COC1=CC=CC=C1,COC1CCCCC1,61.03324817,3,5.3
OCC1=CC=CC=C1,OCC1CCCCC1,64.61530533,3,5.3
CC1=COC=C1C=O,CC1COCC1CO,63.090765,3,5.21
CC1=COC=C1CO,CC1COCC1CO,66.79665825,2,3.47
CCC1=COC=C1C,CCC1COCC1C,62.01431,2,3.53
COC1=COC=C1C,COC1COCC1C,69.990579,2,3.47
OCC1=COC=C1O,OCC1COCC1O,75.74173675,2,3.41
C1CC2=COC=C2C1,C1CC2COCC2C1,79.52770775,2,3.6
C1CC2=COC=C2O1,C1CC2COCC2O1,95.6705945,2,3.53
C1OC2=COC=C2O1,C1OC2COCC2O1,113.374341,2,3.47
C1OCC2=COC=C12,C1OCC2COCC12,87.476409,2,3.53
C1CC1C1=CC=CO1,C1CC1C1CCCO1,66.8110985,2,3.6
C1NC1C1=CC=CO1,C1NC1C1CCCO1,71.3479625,2,3.56
C1OC1C1=CC=CO1,C1OC1C1CCCO1,71.55668975,2,3.53
CC(=O)CC(C)(C)C,CC(O)CC(C)(C)C,47.500546,1,1.74
CC(=O)CC(C)(C)O,CC(O)CC(C)(C)O,32.3015265,1,1.71
CC(C)(C)C(=O)C=O,CC(C)(C)C(O)CO,81.3353645,2,3.41
CC(C)(O)C(=O)C=O,CC(C)(O)C(O)CO,80.00292325,2,3.36
CC(C)(C)C(O)C=O,CC(C)(C)C(O)CO,60.869592,1,1.71
CC(C)(O)C(O)C=O,CC(C)(O)C(O)CO,70.867496,1,1.68
CC(C=O)C(C)(C)C,CC(CO)C(C)(C)C,62.833466,1,1.74
CC(C=O)C(C)(C)O,CC(CO)C(C)(C)O,62.145585,1,1.71
CC(C)(C)C(=O)CO,CC(C)(C)C(O)CO,74.7873675,1,1.71
CC(C)(O)C(=O)CO,CC(C)(O)C(O)CO,64.209228,1,1.68
CCC(=O)C(C)(C)C,CCC(O)C(C)(C)C,50.4332295,1,1.74
CCC(=O)C(C)(C)O,CCC(O)C(C)(C)O,52.6281475,1,1.71
CC#CCC(C)(C)C,CCCCC(C)(C)C,129.6091203,2,3.53
CC#CCC(C)(C)O,CCCCC(C)(C)O,133.6051312,2,3.47
CC(C)(C)C#CC=O,CC(C)(C)CCCO,115.3705962,3,5.21
CC(C)(O)C#CC=O,CC(C)(O)CCCO,121.4486287,3,5.12
CC(C)(C)CCC=O,CC(C)(C)CCCO,64.823595,1,1.74
CC(C)(C)OCC=O,CC(C)(C)OCCO,79.274347,1,1.71
CC(C)(O)CCC=O,CC(C)(O)CCCO,63.7392635,1,1.71
CC(C)(O)C#CCO,CC(C)(O)CCCO,146.4215095,2,3.41
CCC#CC(C)(C)C,CCCCC(C)(C)C,133.8401135,2,3.53
CCC#CC(C)(C)O,CCCCC(C)(C)O,138.295587,2,3.47
CC#CC(C)(C)C#C,CCCC(C)(C)CC,139.2729294,4,7.06
CC#CC(C)(O)C#C,CCCC(C)(O)CC,144.5134274,4,6.94
CC#CC(C)(C)C=O,CCCC(C)(C)CO,110.8503603,3,5.21
CC#CC(C)(O)C=O,CCCC(C)(O)CO,119.1854477,3,5.12
CC#CC(C)(C)CO,CCCC(C)(C)CO,132.1506042,2,3.47
CC#CC(C)(O)CO,CCCC(C)(O)CO,137.1311778,2,3.41
CC(C)(CO)CC=O,CC(C)(CO)CCO,64.4586505,1,1.71
CC(O)(CO)CC=O,CC(O)(CO)CCO,62.1324575,1,1.68
CCC(C)(C)CC=O,CCC(C)(C)CCO,62.2532305,1,1.74
CCC(C)(O)CC=O,CCC(C)(O)CCO,64.4691525,1,1.71
COC(C)(C)CC=O,COC(C)(C)CCO,62.376629,1,1.71
CCCC(C)(C)C#C,CCCC(C)(C)CC,140.5548298,2,3.53
CCCC(C)(O)C#C,CCCC(C)(O)CC,146.1182643,2,3.47
CCOC(C)(C)C#C,CCOC(C)(C)CC,150.456903,2,3.47
CCCC(C)(C)C=O,CCCC(C)(C)CO,65.1780375,1,1.74
CCCC(C)(O)C=O,CCCC(C)(O)CO,79.44763,1,1.71
CCOC(C)(C)C=O,CCOC(C)(C)CO,70.6600815,1,1.71
COCC(C)(C)C=O,COCC(C)(C)CO,63.0146255,1,1.71
COCC(C)(O)C=O,COCC(C)(O)CO,73.839562,1,1.68
CC(=O)C(C)(C)C=O,CC(O)C(C)(C)CO,58.3097295,2,3.41
CC(=O)C(C)(O)C=O,CC(O)C(C)(O)CO,61.77670225,2,3.36
CC(C)C(C)(C)C=O,CC(C)C(C)(C)CO,60.6516755,1,1.74
CC(C)C(C)(O)C=O,CC(C)C(C)(O)CO,72.001712,1,1.71
CC(O)C(C)(C)C=O,CC(O)C(C)(C)CO,60.3943765,1,1.71
CC(O)C(C)(O)C=O,CC(O)C(C)(O)CO,71.130046,1,1.68
CC(=O)C(C)(C)CO,CC(O)C(C)(C)CO,48.524491,1,1.71
CC(=O)C(C)(O)CO,CC(O)C(C)(O)CO,56.3511065,1,1.68
CCC(C)(C)C(C)=O,CCC(C)(C)C(C)O,52.3603465,1,1.74
CCC(C)(O)C(C)=O,CCC(C)(O)C(C)O,61.3973175,1,1.71
COC(C)(C)C(C)=O,COC(C)(C)C(C)O,54.510631,1,1.71
CC(=O)C#CC(C)=O,CC(O)CCC(C)O,102.2244989,4,6.83
CC(=O)CCC(C)=O,CC(O)CCC(C)O,50.8113015,2,3.41
CC(C)C#CC(C)=O,CC(C)CCC(C)O,110.659574,3,5.21
CC(O)C#CC(C)=O,CC(O)CCC(C)O,115.8178063,3,5.12
CC(C)C#CC(C)C,CC(C)CCC(C)C,133.816484,2,3.53
CC(C)C#CC(C)O,CC(C)CCC(C)O,139.2223885,2,3.47
CC(O)C#CC(C)O,CC(O)CCC(C)O,145.799266,2,3.41
CC(C)CCC(C)=O,CC(C)CCC(C)O,50.446357,1,1.74
CC(O)CCC(C)=O,CC(O)CCC(C)O,49.789982,1,1.71
CC1(C)CC(=O)C1O,CC1(C)CC(O)C1O,54.8178145,1,1.74
CC1(O)CC(=O)C1O,CC1(O)CC(O)C1O,63.311307,1,1.71
CC1C(=O)CC1(C)C,CC1C(O)CC1(C)C,43.940368,1,1.77
CC1C(=O)CC1(C)O,CC1C(O)CC1(C)O,50.677401,1,1.74
CC1(C)CC(O)C1=O,CC1(C)CC(O)C1O,60.412755,1,1.74
CC1(O)CC(O)C1=O,CC1(O)CC(O)C1O,74.5563235,1,1.71
CC1CC(C)(C)C1=O,CC1CC(C)(C)C1O,45.0089465,1,1.77
CC1CC(C)(O)C1=O,CC1CC(C)(O)C1O,59.7432525,1,1.74
CC1OC(C)(C)C1=O,CC1OC(C)(C)C1O,56.043923,1,1.74
CC(=O)C1CC1(C)C,CC(O)C1CC1(C)C,40.816023,1,1.77
CC(=O)C1CC1(C)O,CC(O)C1CC1(C)O,41.524908,1,1.74
CC(=O)C1NC1(C)C,CC(O)C1NC1(C)C,59.8325195,1,1.75
CC(=O)C1OC1(C)C,CC(O)C1OC1(C)C,60.3628705,1,1.74
CC1(C)CC(=O)CO1,CC1(C)CC(O)CO1,52.425984,1,1.74
CC1(C)CCC(=O)C1,CC1(C)CCC(O)C1,40.374939,1,1.77
CC1(O)CCC(=O)C1,CC1(O)CCC(O)C1,42.5514785,1,1.74
CC1=CCC(C)(C)C1,CC1CCC(C)(C)C1,95.7808655,1,1.8
CC1=CCC(C)(O)C1,CC1CCC(C)(O)C1,100.50414,1,1.77
CC(C)CC(=O)C=O,CC(C)CC(O)CO,71.07097225,2,3.41
CC(O)CC(=O)C=O,CC(O)CC(O)CO,80.398061,2,3.36
CC(C)CC(C)C=O,CC(C)CC(C)CO,67.139286,1,1.74
CC(C)CC(O)C=O,CC(C)CC(O)CO,64.9312405,1,1.71
CC(C)OC(C)C=O,CC(C)OC(C)CO,77.8907085,1,1.71
CC(O)CC(C)C=O,CC(O)CC(C)CO,66.923995,1,1.71
CC(O)CC(O)C=O,CC(O)CC(O)CO,76.8510105,1,1.68
CC(=O)CC(O)C=O,CC(O)CC(O)CO,66.3542615,2,3.36
CC(=O)CC(=O)CO,CC(O)CC(O)CO,70.4552925,2,3.36
CCC(=O)CC(C)=O,CCC(O)CC(C)O,54.87295,2,3.41
CC(C)CC(=O)CO,CC(C)CC(O)CO,48.3905905,1,1.71
CC(O)CC(=O)CO,CC(O)CC(O)CO,66.1389705,1,1.68
CCC(=O)CC(C)C,CCC(O)CC(C)C,48.198929,1,1.74
CCC(=O)CC(C)O,CCC(O)CC(C)O,39.161958,1,1.71
CC(=O)CC(O)CO,CC(O)CC(O)CO,72.1881225,1,1.68
CCC(C)CC(C)=O,CCC(C)CC(C)O,48.8264235,1,1.74
CCC(O)CC(C)=O,CCC(O)CC(C)O,54.3924835,1,1.71
COC(C)CC(C)=O,COC(C)CC(C)O,60.160707,1,1.71
CC1(CO)CC(=O)C1,CC1(CO)CC(O)C1,48.703025,1,1.74
CCC1(C)CC(=O)C1,CCC1(C)CC(O)C1,49.1729895,1,1.77
CCC1(O)CC(=O)C1,CCC1(O)CC(O)C1,50.4332295,1,1.74
COC1(C)CC(=O)C1,COC1(C)CC(O)C1,51.0370945,1,1.74
OCC1(O)CC(=O)C1,OCC1(O)CC(O)C1,51.402039,1,1.71
CC(=O)CC1(C)CC1,CC(O)CC1(C)CC1,52.1082985,1,1.77
CC(=O)CC1(C)CO1,CC(O)CC1(C)CO1,49.0732205,1,1.74
CC(=O)CC1(O)CC1,CC(O)CC1(O)CC1,44.722767,1,1.74
CC1(C)CC1(C)C=O,CC1(C)CC1(C)CO,51.4676765,1,1.77
CC1(C)CC1(O)C=O,CC1(C)CC1(O)CO,65.616496,1,1.74
CC1(C)NC1(C)C=O,CC1(C)NC1(C)CO,48.918316,1,1.75
CC1(C)OC1(C)C=O,CC1(C)OC1(C)CO,77.8749555,1,1.74
CC1(O)CC1(C)C=O,CC1(O)CC1(C)CO,56.5348915,1,1.74
CC1(O)CC1(O)C=O,CC1(O)CC1(O)CO,58.3832435,1,1.71
CC12CC(C)(C1)C=C2,CC12CC(C)(C1)CC2,167.7195655,1,1.83
CC12CC(O)(C1)C=C2,CC12CC(O)(C1)CC2,169.2633595,1,1.8
OC12CC(O)(C1)C=C2,OC12CC(O)(C1)CC2,171.6893215,1,1.77
CC#CC#CC(C)=O,CCCCCC(C)O,118.7167084,5,8.68
CC#CCCC(C)=O,CCCCCC(C)O,105.476837,3,5.21
CC#CCCC(C)C,CCCCCC(C)C,133.1587963,2,3.53
CC#CCOC(C)C,CCCCOC(C)C,140.5206983,2,3.47
CC(=O)C#CCC=O,CC(O)CCCCO,101.5897842,4,6.83
CC(=O)CC#CC=O,CC(O)CCCCO,102.5264314,4,6.83
CC(=O)CCCC=O,CC(O)CCCCO,58.674674,2,3.41
CC(=O)COCC=O,CC(O)COCCO,72.59376225,2,3.36
CC(C)C#CCC=O,CC(C)CCCCO,112.397655,3,5.21
CC(O)C#CCC=O,CC(O)CCCCO,116.5757007,3,5.12
CC(C)CC#CC=O,CC(C)CCCCO,114.3212713,3,5.21
CC(O)CC#CC=O,CC(O)CCCCO,116.3551587,3,5.12
CC(C)CCCC=O,CC(C)CCCCO,65.0467625,1,1.74
CC(C)COCC=O,CC(C)COCCO,79.7863195,1,1.71
CC(C)OCCC=O,CC(C)OCCCO,65.868544,1,1.71
CC(O)CCCC=O,CC(O)CCCCO,65.3355675,1,1.71
CC(O)COCC=O,CC(O)COCCO,77.473254,1,1.68
CC(=O)CC#CCO,CC(O)CCCCO,114.8997565,3,5.12
CCC#CCC(C)=O,CCCCCC(C)O,109.5769928,3,5.21
CC(C)CC#CCO,CC(C)CCCCO,139.8328173,2,3.47
CC(O)CC#CCO,CC(O)CCCCO,143.6030353,2,3.41
CCC#CCC(C)C,CCCCCC(C)C,132.4065905,2,3.53
CCC#CCC(C)O,CCCCCC(C)O,133.6103823,2,3.47
CC(=O)C#CCCO,CC(O)CCCCO,110.607064,3,5.12
CCCC#CC(C)=O,CCCCCC(C)O,110.4049005,3,5.21
COCC#CC(C)=O,COCCCC(C)O,116.8618802,3,5.12
CC(C)C#CCCO,CC(C)CCCCO,133.6733943,2,3.47
CC(O)C#CCCO,CC(O)CCCCO,138.9900318,2,3.41
CCCC#CC(C)C,CCCCCC(C)C,133.9858288,2,3.53
CCCC#CC(C)O,CCCCCC(C)O,139.0215378,2,3.47
COCC#CC(C)C,COCCCC(C)C,141.6746055,2,3.47
COCC#CC(C)O,COCCCC(C)O,147.127769,2,3.41
CC(=O)CCCCO,CC(O)CCCCO,50.1759305,1,1.71
CC(=O)COCCO,CC(O)COCCO,65.521978,1,1.68
CCCCCC(C)=O,CCCCCC(C)O,50.3544645,1,1.74
CCCOCC(C)=O,CCCOCC(C)O,61.8699075,1,1.71
CCOCCC(C)=O,CCOCCC(C)O,50.5067435,1,1.71
COCCCC(C)=O,COCCCC(C)O,51.14474,1,1.71
CC1(C)CCC1C=O,CC1(C)CCC1CO,64.918113,1,1.77
CC1(C)COC1C=O,CC1(C)COC1CO,83.7088165,1,1.74
CC1(C)OCC1C=O,CC1(C)OCC1CO,68.714586,1,1.74
CC1(O)CCC1C=O,CC1(O)CCC1CO,64.303746,1,1.74
CC1(O)COC1C=O,CC1(O)COC1CO,82.0862575,1,1.71
CC1(C)CC=CCO1,CC1(C)CCCCO1,111.5653715,1,1.77
CC1(C)CCC=CC1,CC1(C)CCCCC1,108.4252735,1,1.8
CC1(O)CCC=CC1,CC1(O)CCCCC1,113.1826795,1,1.77
CC1(C)CCCC=C1,CC1(C)CCCCC1,111.589001,1,1.8
