,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
297,CC1CC=CC1=O,CC1CCCC1O,-308.191337,-310.579579,2,4.03,70.935759
298,OC1CC=CC1=O,OC1CCCC1O,-344.104745,-346.495827,2,3.95,74.663969
299,CC1C=CCC1O,CC1CCCC1O,-309.370969,-310.579579,1,2.01,108.9766285
300,CC1CC=CC1C,CC1CCCC1C,-273.453979,-274.660522,1,2.05,103.54972
301,CC1CC=CC1O,CC1CCCC1O,-309.370668,-310.579579,1,2.01,109.766904
302,OC1CC=CC1O,OC1CCCC1O,-345.287379,-346.495827,1,1.97,108.5512975
303,CC1=CCCC1O,CC1CCCC1O,-309.374662,-310.579579,1,2.01,99.280657
304,CC1CCC=C1C,CC1CCCC1C,-273.458895,-274.660522,1,2.05,90.642762
305,CC1CCCC1=O,CC1CCCC1O,-309.395494,-310.579579,1,2.01,44.586241
306,CC1COCC1=O,CC1COCC1O,-345.295075,-346.482645,1,1.97,53.7361085
307,CC1OCCC1=O,CC1OCCC1O,-345.297657,-346.486073,1,1.97,55.9572815
308,OC1CCCC1=O,OC1CCCC1O,-345.310198,-346.495827,1,1.97,48.640013
309,OC1COCC1=O,OC1COCC1O,-381.207157,-382.397603,1,1.94,61.2870465
310,CC1C(O)CC1=O,CC1C(O)CC1O,-345.281765,-346.467563,1,1.97,49.0837225
311,CC1CC(=O)C1C,CC1CC(O)C1C,-309.367216,-310.552249,1,2.01,47.075215
312,CC1CC(=O)C1O,CC1CC(O)C1O,-345.281499,-346.470384,1,1.97,57.188641
313,OC1CC(=O)C1O,OC1CC(O)C1O,-381.195183,-382.387255,1,1.94,65.5561095
314,CC1CC(C)C1=O,CC1CC(C)C1O,-309.368346,-310.550711,1,2.01,40.070381
315,CC1CC(O)C1=O,CC1CC(O)C1O,-345.281272,-346.470384,1,1.97,57.7846295
316,CC1OC(C)C1=O,CC1OC(C)C1O,-345.276208,-346.464612,1,1.97,55.9257755
317,OC1CC(O)C1=O,OC1CC(O)C1O,-381.193104,-382.387255,1,1.94,71.014524
318,CC12CC1C=CC2,CC12CC1CCC2,-272.236227,-273.446144,1,2.1,112.408157
319,CC12CC=CC1O2,CC12CCCC1O2,-308.147897,-309.362757,1,2.06,125.3860035
320,OC12CC1C=CC2,OC12CC1CCC2,-308.148705,-309.359491,1,2.06,114.6897165
321,CC12CC1CC=C2,CC12CC1CCC2,-272.235974,-273.446144,1,2.1,113.0724085
322,OC12CC1CC=C2,OC12CC1CCC2,-308.148167,-309.359491,1,2.06,116.1022355
323,CC12CC1CC2=O,CC12CC1CC2O,-308.147324,-309.330421,1,2.06,41.992247
324,CC12CN1CC2=O,CC12CN1CC2O,-324.180269,-325.365335,1,2.03,47.1618565
325,CC12NC1CC2=O,CC12NC1CC2O,-324.179525,-325.371967,1,2.03,66.5275445
326,CC12OC1CC2=O,CC12OC1CC2O,-344.050704,-345.243943,1,2.01,68.620068
327,C#CCC1CCC1,CCCC1CCC1,-272.188441,-274.63014,2,4.11,141.1114357
328,C#CCC1CCO1,CCCC1CCO1,-308.095401,-310.539529,2,4.03,144.3001055
329,C#CCC1COC1,CCCC1COC1,-308.092331,-310.534531,2,4.03,141.7691235
330,O=CCC1CCC1,OCCC1CCC1,-309.351252,-310.543136,1,2.01,65.0625155
331,O=CCC1CCO1,OCCC1CCO1,-345.25896,-346.452502,1,1.97,69.4155945
332,O=CCC1COC1,OCCC1COC1,-345.253455,-346.447197,1,1.97,69.9406945
333,CC#CC1CCC1,CCCC1CCC1,-272.194236,-274.63014,2,4.11,133.5040495
334,CC#CC1CCO1,CCCC1CCO1,-308.097726,-310.539529,2,4.03,141.2479617
335,CC#CC1COC1,CCCC1COC1,-308.09771,-310.534531,2,4.03,134.7078413
336,CC#CC1CC1C,CCCC1CC1C,-272.194127,-274.627697,2,4.11,130.440091
337,CC#CC1CC1O,CCCC1CC1O,-308.106858,-310.541085,2,4.03,131.3025678
338,CC#CC1CN1C,CCCC1CN1C,-288.219336,-290.653795,2,4.07,131.6071258
339,CC#CC1OC1C,CCCC1OC1C,-308.103295,-310.541679,2,4.03,136.7596695
340,CC1CC1CC=O,CC1CC1CCO,-309.348888,-310.541069,1,2.01,65.842289
341,CC1CN1CC=O,CC1CN1CCO,-325.376257,-326.57196,1,1.99,75.0893
342,CC1NC1CC=O,CC1NC1CCO,-325.390144,-326.58239,1,1.99,66.0129465
343,CC1OC1CC=O,CC1OC1CCO,-345.26118,-346.454713,1,1.97,69.391965
344,CN1CC1CC=O,CN1CC1CCO,-325.37416,-326.566903,1,1.99,67.31782
345,CC(=O)C1CCC1,CC(O)C1CCC1,-309.362331,-310.550109,1,2.01,54.2822125
346,CC(=O)C1CCO1,CC(O)C1CCO1,-345.267924,-346.461803,1,1.97,70.300388
347,CC(=O)C1COC1,CC(O)C1COC1,-345.264835,-346.454728,1,1.97,59.835145
348,CC(=O)C1CC1O,CC(O)C1CC1O,-345.281097,-346.4568,1,1.97,22.5793
349,CC1C2CC1C2=O,CC1C2CC1C2O,-308.118764,-309.306969,1,2.06,55.403301
350,CC1C2OC1C2=O,CC1C2OC1C2O,-344.010892,-345.206448,1,2.01,74.7033515
351,CN1C2CC1C2=O,CN1C2CC1C2O,-324.143491,-325.320468,1,2.03,25.924187
352,OC1C2CC1C2=O,OC1C2CC1C2O,-344.034922,-345.226309,1,2.01,63.757642
353,OC1C2NC1C2=O,OC1C2NC1C2O,-360.067077,-361.261364,1,1.99,71.371592
354,OC1C2OC1C2=O,OC1C2OC1C2O,-379.925534,-381.125448,1,1.98,86.1452805
355,C1C2CC1C=CC2,C1C2CC1CCC2,-272.233801,-273.440565,1,2.1,104.1299555
356,C1C2CC=CC1O2,C1C2CCCC1O2,-308.139545,-309.34988,1,2.06,113.505616
357,O=C1CC2CC2C1,OC1CC2CC2C1,-308.173662,-309.358645,1,2.06,46.94394
358,O=C1CC2CN2C1,OC1CC2CN2C1,-324.202173,-325.389662,1,2.03,53.523443
359,O=C1CC2NC2C1,OC1CC2NC2C1,-324.213686,-325.404684,1,2.03,62.7363225
360,O=C1CC2OC2C1,OC1CC2OC2C1,-344.085366,-345.268144,1,2.01,41.1547125
361,CC1=CC2CC2C1,CC1CC2CC2C1,-272.237026,-273.438714,1,2.1,90.8029175
362,CC1=CC2OC2C1,CC1CC2OC2C1,-308.146074,-309.35518,1,2.06,110.2788765
363,O=C1CC2CC1C2,OC1CC2CC1C2,-308.165184,-309.352247,1,2.06,52.40498
364,O=C1CC2CC1O2,OC1CC2CC1O2,-344.06427,-345.259282,1,2.01,73.2750795
365,CC1=CC2CC1C2,CC1CC2CC1C2,-272.209716,-273.435674,1,2.1,154.5238025
366,CC1=CC2CC1O2,CC1CC2CC1O2,-308.111015,-309.34193,1,2.06,167.538406
367,C#CC(C#C)C#C,CCC(CC)CC,-268.507453,-275.848684,6,12.08,148.1714052
368,CCC(C#C)C#C,CCC(CC)CC,-270.962107,-275.848684,4,8.05,143.1980519
369,CCC(C=O)C=O,CCC(CO)CO,-345.291145,-347.677234,2,3.87,68.10940825
370,COC(C=O)C=O,COC(CO)CO,-381.186553,-383.579991,2,3.8,77.756808
371,OCC(C=O)C=O,OCC(CO)CO,-381.202771,-383.592921,2,3.8,73.440486
372,CCC(CC)C#C,CCC(CC)CC,-273.410561,-275.848684,2,4.03,136.4170418
373,CCC(CC)C=O,CCC(CC)CO,-310.573196,-311.762904,1,1.97,59.3494275
374,CCC(CO)C=O,CCC(CO)CO,-346.485593,-347.677234,1,1.94,64.424519
375,COC(CO)C=O,COC(CO)CO,-382.385202,-383.579991,1,1.9,72.689593
376,OCC(CO)C=O,OCC(CO)CO,-382.396563,-383.592921,1,1.9,76.8090025
377,C#CCC#CC#C,CCCCCCC,-268.524568,-275.848789,6,12.08,140.7281128
378,C#CCCCC#C,CCCCCCC,-270.96473,-275.848789,4,8.05,141.5452996
379,C#CCOCC#C,CCCOCCC,-306.854237,-311.752081,4,7.9,150.593429
380,O=CCC#CC=O,OCCCCCO,-342.845738,-347.675104,4,7.75,105.6461817
381,O=CCCCC=O,OCCCCCO,-345.289886,-347.675104,2,3.87,66.966003
382,O=CCOCC=O,OCCOCCO,-381.186433,-383.582462,2,3.8,81.15814325
383,CC#CC#CC#C,CCCCCCC,-268.540601,-275.848789,6,12.08,133.7123392
384,CC#CCC#CC,CCCCCCC,-270.972763,-275.848789,4,8.05,136.2726393
385,CC#CCCC=O,CCCCCCO,-308.133096,-311.762042,3,5.92,111.7036478
386,CC#CC#CCO,CCCCCCO,-306.887123,-311.762042,4,7.9,135.5460321
387,CCC#CCC#C,CCCCCCC,-270.96529,-275.848789,4,8.05,141.1777296
388,CCC#CCC=O,CCCCCCO,-308.132296,-311.762042,3,5.92,112.4037812
389,OCC#CCC=O,OCCCCCO,-344.041184,-347.675104,3,5.81,116.0567268
390,CCCC#CC#C,CCCCCCC,-270.973471,-275.848789,4,8.05,135.8079257
391,CCCC#CC=O,CCCCCCO,-308.128949,-311.762042,3,5.92,115.332964
392,COCC#CC=O,COCCCCO,-344.020783,-347.661041,3,5.81,121.6035332
393,OCCC#CC=O,OCCCCCO,-344.041503,-347.675104,3,5.81,115.7775487
394,CCC#CCOC,CCCCCOC,-309.305676,-311.747735,2,3.95,141.5840257
395,CCCC#CCO,CCCCCCO,-309.320059,-311.762042,2,3.95,141.4842567
396,COCC#CCO,COCCCCO,-345.212831,-347.661041,2,3.87,149.658751
397,OCCC#CCO,OCCCCCO,-345.233393,-347.675104,2,3.87,141.1271887
398,CC#CCCCO,CCCCCCO,-309.325886,-311.762042,2,3.95,133.8348625
399,CCCCC#CC,CCCCCCC,-273.413376,-275.848789,2,4.03,132.8594892
400,CCCCCC#C,CCCCCCC,-273.407262,-275.848789,2,4.03,140.8856428
401,CCCOCC#C,CCCOCCC,-309.303681,-311.752081,2,3.95,149.9081735
402,CCCCCC=O,CCCCCCO,-310.570204,-311.762042,1,1.97,64.9417425
403,CCCOCC=O,CCCOCCO,-346.470207,-347.667648,1,1.94,79.652419
404,CCOCCC=O,CCOCCCO,-346.472219,-347.664569,1,1.94,66.2859985
405,COCCCC=O,COCCCCO,-346.468625,-347.661041,1,1.94,66.4592815
406,OCCCCC=O,OCCCCCO,-346.483016,-347.675104,1,1.94,65.5981175
407,OCCOCC=O,OCCOCCO,-382.384552,-383.582462,1,1.9,80.8837785
408,CC1CCC1C=O,CC1CCC1CO,-309.353067,-310.545252,1,2.01,65.852791
409,CC1COC1C=O,CC1COC1CO,-345.256081,-346.455136,1,1.97,83.889976
410,CC1OCC1C=O,CC1OCC1CO,-345.260917,-346.454825,1,1.97,70.3765275
411,CCC1CCC1=O,CCC1CCC1O,-309.364396,-310.549192,1,2.01,46.4529715
412,CCC1OCC1=O,CCC1OCC1O,-345.268456,-346.45628,1,1.97,54.4029855
413,COC1CCC1=O,COC1CCC1O,-345.26125,-346.452333,1,1.97,62.95949
414,OCC1CCC1=O,OCC1CCC1O,-345.278948,-346.461875,1,1.97,41.545912
415,OCC1OCC1=O,OCC1OCC1O,-381.180419,-382.370068,1,1.94,59.194523
416,C#CC1CC1C#C,CCC1CC1CC,-269.743546,-274.627766,4,8.22,141.650976
417,C#CC1OC1C#C,CCC1OC1CC,-305.645065,-310.541589,4,8.06,149.727014
418,O=CC1CC1C=O,OCC1CC1CO,-344.0735,-346.452089,2,3.95,58.26378325
419,O=CC1NC1C=O,OCC1NC1CO,-360.108377,-362.497324,2,3.91,71.86124775
420,O=CC1OC1C=O,OCC1OC1CO,-379.972579,-382.366628,2,3.87,78.55889825
421,CCC1CC1C#C,CCC1CC1CC,-272.188164,-274.627766,2,4.11,138.358599
422,CCC1OC1C#C,CCC1OC1CC,-308.095594,-310.541589,2,4.03,146.7510097
423,CCC1CC1C=O,CCC1CC1CO,-309.352801,-310.540045,1,2.01,52.8801955
424,CCC1NC1C=O,CCC1NC1CO,-325.390813,-326.583816,1,1.99,68.00045
425,CCC1OC1C=O,CCC1OC1CO,-345.260034,-346.454375,1,1.97,71.513369
426,CCN1CC1C=O,CCN1CC1CO,-325.378193,-326.568164,1,1.99,60.039934
427,COC1CC1C=O,COC1CC1CO,-345.251231,-346.43885,1,1.97,53.864758
428,OCC1CC1C=O,OCC1CC1CO,-345.264638,-346.452089,1,1.97,53.423674
429,OCC1NC1C=O,OCC1NC1CO,-361.303698,-362.497324,1,1.96,69.6361365
430,OCC1OC1C=O,OCC1OC1CO,-381.171574,-382.366628,1,1.94,73.3853505
431,C#CC1=CCCC1,CCC1CCCC1,-271.015267,-274.659289,3,6.16,124.8976605
432,C#CC1=CCOC1,CCC1CCOC1,-306.915673,-310.564048,3,6.04,128.707261
433,C#CC1CC=CC1,CCC1CCCC1,-271.009843,-274.659289,3,6.16,129.6445645
434,C#CC1CCC=C1,CCC1CCCC1,-271.008966,-274.659289,3,6.16,130.4120857
435,C#CC1CCCC1,CCC1CCCC1,-272.217439,-274.659289,2,4.11,141.309661
436,C#CC1CCOC1,CCC1CCOC1,-308.120914,-310.564048,2,4.03,142.995232
437,C#CC1COCO1,CCC1COCO1,-344.027446,-346.476543,2,3.95,150.8231602
438,C#CC1OCCO1,CCC1OCCO1,-344.026465,-346.479879,2,3.95,156.490302
439,O=CC1=CCCC1,OCC1CCCC1,-308.180377,-310.573075,2,4.03,76.785373
440,O=CC1=CCOC1,OCC1CCOC1,-344.079528,-346.478568,2,3.95,85.1108335
441,O=CC1CC=CC1,OCC1CCCC1,-308.173616,-310.573075,2,4.03,85.66087575
442,O=CC1CCC=C1,OCC1CCCC1,-308.173505,-310.573075,2,4.03,85.806591
443,O=CC1CCCC1,OCC1CCCC1,-309.378683,-310.573075,1,2.01,71.6472695
444,O=CC1CCCO1,OCC1CCCO1,-345.283926,-346.483522,1,1.97,85.3103715
445,O=CC1CCOC1,OCC1CCOC1,-345.285024,-346.478568,1,1.97,69.4208455
446,O=CC1COCO1,OCC1COCO1,-381.189903,-382.390362,1,1.94,87.576178
447,O=CC1OCCO1,OCC1OCCO1,-381.192059,-382.392785,1,1.94,88.2771865
448,CCC1=CCCC1,CCC1CCCC1,-273.454623,-274.659289,1,2.05,98.6216565
449,CCC1=CCOC1,CCC1CCOC1,-309.356362,-310.564048,1,2.01,106.5506665
450,OCC1=CCCC1,OCC1CCCC1,-309.366438,-310.573075,1,2.01,103.796517
451,OCC1=CCOC1,OCC1CCOC1,-345.267754,-346.478568,1,1.97,114.7632305
452,CCC1CC=CC1,CCC1CCCC1,-273.452349,-274.659289,1,2.05,104.5920435
453,COC1CC=CC1,COC1CCCC1,-309.35247,-310.56076,1,2.01,108.1364685
454,OCC1CC=CC1,OCC1CCCC1,-309.366498,-310.573075,1,2.01,103.638987
455,CCC1CCC=C1,CCC1CCCC1,-273.45196,-274.659289,1,2.05,105.613363
456,COC1CCC=C1,COC1CCCC1,-309.351637,-310.56076,1,2.01,110.32351
457,OCC1CCC=C1,OCC1CCCC1,-309.365892,-310.573075,1,2.01,105.23004
458,O=CC(=O)C1CC1,OCC(O)C1CC1,-344.068556,-346.46128,2,3.95,76.8195045
459,O=CC(=O)C1CN1,OCC(O)C1CN1,-360.11018,-362.499675,2,3.91,72.58063475
460,O=CC(=O)C1CO1,OCC(O)C1CO1,-379.972707,-382.371142,2,3.87,84.31661975
461,CC(C=O)C1CC1,CC(CO)C1CC1,-309.3508,-310.543793,1,2.01,67.974195
462,CC(C=O)C1CO1,CC(CO)C1CO1,-345.257342,-346.452347,1,1.97,73.256701
463,CC(C=O)N1CC1,CC(CO)N1CC1,-325.380243,-326.577272,1,1.99,78.570713
464,CCC(=O)C1CC1,CCC(O)C1CC1,-309.364115,-310.545949,1,2.01,38.6762405
465,CCC(=O)C1CN1,CCC(O)C1CN1,-325.400397,-326.582401,1,1.99,39.1225755
466,CCC(=O)C1CO1,CCC(O)C1CO1,-345.265833,-346.456633,1,1.97,62.2164735
467,OCC(=O)C1CC1,OCC(O)C1CC1,-345.269985,-346.46128,1,1.97,63.516096
468,OCC(=O)C1CN1,OCC(O)C1CN1,-361.313994,-362.499675,1,1.96,48.776539
469,OCC(=O)C1CO1,OCC(O)C1CO1,-381.179516,-382.371142,1,1.94,64.3851365
470,C#CC#CC1CC1,CCCCC1CC1,-269.750949,-274.626656,4,8.22,136.0632556
471,C#CC#CC1CO1,CCCCC1CO1,-305.652887,-310.5361,4,8.06,140.9900064
472,C#CCCC1CC1,CCCCC1CC1,-272.185102,-274.626656,2,4.11,140.921087
473,C#CCCC1CO1,CCCCC1CO1,-308.093878,-310.5361,2,4.03,141.798004
474,C#CCCN1CC1,CCCCN1CC1,-288.213893,-290.655476,2,4.07,140.9591568
475,C#CCOC1CC1,CCCOC1CC1,-308.080022,-310.528207,2,4.03,149.6259323
476,O=CC#CC1CC1,OCCCC1CC1,-306.906919,-310.539757,3,6.04,115.1097965
477,O=CC#CC1CO1,OCCCC1CO1,-342.807958,-346.44887,3,5.92,122.1758922
478,O=CCCC1CC1,OCCCC1CC1,-309.347879,-310.539757,1,2.01,65.0467625
479,O=CCCC1CO1,OCCCC1CO1,-345.256724,-346.44887,1,1.97,65.7503965
480,O=CCCN1CC1,OCCCN1CC1,-325.37598,-326.567945,1,1.99,65.275181
481,O=CCOC1CC1,OCCOC1CC1,-345.246021,-346.443595,1,1.97,80.0016105
482,CC#CCC1CC1,CCCCC1CC1,-272.190164,-274.626656,2,4.11,134.2759465
483,CC#CCC1CO1,CCCCC1CO1,-308.098181,-310.5361,2,4.03,136.1492407
484,CC#CCN1CC1,CCCCN1CC1,-288.217104,-290.655476,2,4.07,136.7439165
485,CCC#CC1CC1,CCCCC1CC1,-272.189941,-274.626656,2,4.11,134.5686898
486,CCC#CC1CO1,CCCCC1CO1,-308.094147,-310.5361,2,4.03,141.4448742
487,OCC#CC1CC1,OCCCC1CC1,-308.097596,-310.539757,2,4.03,141.7179262
488,OCC#CC1CO1,OCCCC1CO1,-344.003351,-346.44887,2,3.95,146.1261407
489,CC1C(C)C1C=O,CC1C(C)C1CO,-309.351786,-310.540198,1,2.01,55.9467795
490,CC1C(C=O)N1C,CC1C(CO)N1C,-325.376954,-326.566096,1,1.99,57.8633945
491,CC1C(O)C1C=O,CC1C(O)C1CO,-345.265375,-346.456913,1,1.97,64.1540925
492,C#CC12CC1CC2,CCC12CC1CC2,-270.968505,-273.409993,2,4.2,140.8344455
493,C#CC12CC1CO2,CCC12CC1CO2,-306.865076,-309.313178,2,4.11,149.516974
494,C#CC12CC1OC2,CCC12CC1OC2,-306.866542,-309.30893,2,4.11,142.0159205
495,C#CC12CCC1O2,CCC12CCC1O2,-306.873759,-309.321949,2,4.11,149.632496
496,O=CC12CC1CC2,OCC12CC1CC2,-308.136106,-309.323395,1,2.06,52.998343
497,O=CC12CC1CO2,OCC12CC1CO2,-344.030458,-345.223339,1,2.01,67.680139
498,O=CC12CC1OC2,OCC12CC1OC2,-344.033009,-345.221859,1,2.01,57.0967485
499,O=CC12CCC1N2,OCC12CCC1N2,-324.172983,-325.364536,1,2.03,64.193475
500,O=CC12CCC1O2,OCC12CCC1O2,-344.035276,-345.234438,1,2.01,84.1709045
501,O=CC12CN1CC2,OCC12CN1CC2,-324.16696,-325.357456,1,2.03,61.4183215
502,O=C1CCC11CC1,OC1CCC11CC1,-308.144575,-309.32808,1,2.06,43.063451
503,O=C1CCC11CN1,OC1CCC11CN1,-324.181586,-325.367433,1,2.03,49.212372
504,O=C1CCC11CO1,OC1CCC11CO1,-344.047885,-345.238999,1,2.01,63.0408805
505,O=C1COC11CC1,OC1COC11CC1,-344.044005,-345.230636,1,2.01,51.270764
506,C1CC11CC=CC1,C1CC11CCCC1,-272.229904,-273.43768,1,2.1,106.7869615
507,C1OC11CC=CC1,C1OC11CCCC1,-308.142388,-309.350747,1,2.06,108.317628
508,C1CC11CCC=C1,C1CC11CCCC1,-272.231035,-273.43768,1,2.1,103.817521
509,C1OC11CCC=C1,C1OC11CCCC1,-308.143229,-309.350747,1,2.06,106.1095825
510,CC1C2CC2C1=O,CC1C2CC2C1O,-308.143298,-309.327464,1,2.06,44.7989065
511,CC1C2NC2C1=O,CC1C2NC2C1O,-324.174154,-325.36751,1,2.03,68.9272515
512,CC1C2OC2C1=O,CC1C2OC2C1O,-344.043092,-345.237332,1,2.01,71.2481935
513,OC1C2CC2C1=O,OC1C2CC2C1O,-344.057339,-345.246606,1,2.01,58.191582
514,OC1C2NC2C1=O,OC1C2NC2C1O,-360.088311,-361.284764,1,1.99,77.058425
515,OC1C2OC2C1=O,OC1C2OC2C1O,-379.951895,-381.152462,1,1.98,87.859732
516,C1C=CC=CC=C1,C1CCCCCC1,-271.046691,-274.655779,3,6.16,94.32458817
517,C1CC=CC=CC1,C1CCCCCC1,-272.245316,-274.655779,2,4.11,100.1063767
518,C1CC=CCC=C1,C1CCCCCC1,-272.237658,-274.655779,2,4.11,110.1594162
519,C1CCC=CCC1,C1CCCCCC1,-273.450119,-274.655779,1,2.05,101.2314035
520,O=C1CC2CCC12,OC1CC2CCC12,-308.141448,-309.326549,1,2.06,47.253749
521,O=C1CC2COC12,OC1CC2COC12,-344.042857,-345.230602,1,2.01,54.195571
522,O=C1CC2OCC12,OC1CC2OCC12,-344.048033,-345.234384,1,2.01,50.535624
523,O=C1CN2CCC12,OC1CN2CCC12,-324.168424,-325.354687,1,2.03,50.30458
524,C#CC1CC2CC12,CCC1CC2CC12,-270.965152,-273.407037,2,4.2,141.3556073
525,C#CC1CC2OC12,CCC1CC2OC12,-306.871124,-309.315776,2,4.11,144.9879865
526,C#CC1OC2CC12,CCC1OC2CC12,-306.862578,-309.311172,2,4.11,150.162847
527,O=CC1CC2CC12,OCC1CC2CC12,-308.128919,-309.319958,1,2.06,62.843968
528,O=CC1CC2CN12,OCC1CC2CN12,-324.160742,-325.355164,1,2.03,71.7260345
529,O=CC1CC2NC12,OCC1CC2NC12,-324.163567,-325.356786,1,2.03,68.567558
530,O=CC1CC2OC12,OCC1CC2OC12,-344.034581,-345.228672,1,2.01,70.856994
531,O=CC1CN2CC12,OCC1CN2CC12,-324.1608,-325.352646,1,2.03,64.9627465
532,O=CC1OC2CC12,OCC1OC2CC12,-344.025814,-345.224366,1,2.01,82.5693495
533,C1C2CC=CCC12,C1C2CCCCC12,-272.236178,-273.44107,1,2.1,99.2150195
534,C1C2CCC=CC12,C1C2CCCCC12,-272.236886,-273.44107,1,2.1,97.3561655
535,C1CC2=CCCC12,C1CC2CCCC12,-272.21704,-273.443757,1,2.1,156.516557
536,C1OC2CCC=C12,C1OC2CCCC12,-308.116402,-309.349424,1,2.06,173.0703345
537,C1CC2C=CCC12,C1CC2CCCC12,-272.235813,-273.443757,1,2.1,107.2280455
538,C1OC2C=CCC12,C1OC2CCCC12,-308.143067,-309.349424,1,2.06,103.061377
539,C1OC2CC=CC12,C1OC2CCCC12,-308.144776,-309.349424,1,2.06,98.5743975
540,CC1C2CC=CC12,CC1C2CCCC12,-272.232461,-273.437319,1,2.1,99.1257525
541,OC1C2CC=CC12,OC1C2CCCC12,-308.147023,-309.353601,1,2.06,103.6416125
542,C#CC1C2CCC12,CCC1C2CCC12,-270.965737,-273.405438,2,4.2,138.4885613
543,C#CC1C2COC12,CCC1C2COC12,-306.863169,-309.306204,2,4.11,142.8652697
544,O=CC1C2CCC12,OCC1C2CCC12,-308.127142,-309.318801,1,2.06,64.471778
545,O=CC1C2CCN12,OCC1C2CCN12,-324.15693,-325.349986,1,2.03,68.1396015
546,O=CC1C2COC12,OCC1C2COC12,-344.026536,-345.219676,1,2.01,68.3601435
547,CC1C2CC(=O)C12,CC1C2CC(O)C12,-308.142598,-309.324577,1,2.06,39.056938
548,CN1C2CC(=O)C12,CN1C2CC(O)C12,-324.164958,-325.350378,1,2.03,48.0912835
549,OC1C2CC(=O)C12,OC1C2CC(O)C12,-344.057572,-345.245237,1,2.01,53.985531
550,O=C1C=CC2CC12,OC1CCC2CC12,-306.96675,-309.359676,2,4.11,77.08468
551,O=C1C=CC2NC12,OC1CCC2NC12,-322.996971,-325.400865,2,4.07,91.482922
552,O=C1C=CC2OC12,OC1CCC2OC12,-342.863993,-345.271813,2,4.03,96.6367785
553,O=C1CCC2CC12,OC1CCC2CC12,-308.175042,-309.359676,1,2.06,46.0276405
554,O=C1CCC2NC12,OC1CCC2NC12,-324.210903,-325.400865,1,2.03,60.0163045
555,O=C1CCC2OC12,OC1CCC2OC12,-344.080816,-345.271813,1,2.01,62.733697
556,O=C1CCN2CC12,OC1CCN2CC12,-324.202321,-325.387634,1,2.03,47.810355
557,O=C1COC2CC12,OC1COC2CC12,-344.069859,-345.257333,1,2.01,53.4840605
558,CC1=CCC2CC12,CC1CCC2CC12,-272.237161,-273.444038,1,2.1,104.426637
559,CC1=CCC2OC12,CC1CCC2OC12,-308.145138,-309.357041,1,2.06,117.6224
560,CC1C=CC2CC12,CC1CCC2CC12,-272.232933,-273.444038,1,2.1,115.527251
561,CC1C=CC2OC12,CC1CCC2OC12,-308.141181,-309.357041,1,2.06,128.0115035
562,OC1C=CC2CC12,OC1CCC2CC12,-308.14767,-309.359676,1,2.06,117.8928265
563,OC1C=CC2NC12,OC1CCC2NC12,-324.186126,-325.400865,1,2.03,125.068318
564,OC1C=CC2OC12,OC1CCC2OC12,-344.055245,-345.271813,1,2.01,129.8703575
565,O=C1C2CC1C=C2,OC1C2CC1CC2,-306.939094,-309.347937,2,4.11,97.97972175
566,O=C1C2CC1CC2,OC1C2CC1CC2,-308.16068,-309.347937,1,2.06,52.914327
567,O=C1C2CC1OC2,OC1C2CC1OC2,-344.055068,-345.249504,1,2.01,71.7627915
568,O=C1C2CCC1O2,OC1C2CCC1O2,-344.0609,-345.260634,1,2.01,85.6726905
569,CC1C2CC1C=C2,CC1C2CC1CC2,-272.204748,-273.433674,1,2.1,162.3162865
570,OC1C2CC1C=C2,OC1C2CC1CC2,-308.123713,-309.347937,1,2.06,149.9711855
571,C#CC1C2CC1C2,CCC1C2CC1C2,-270.948615,-273.388063,2,4.2,138.1564355
572,C#CC1C2CC1O2,CCC1C2CC1O2,-306.844031,-309.284683,2,4.11,139.7369865
573,O=CC1C2CC1C2,OCC1C2CC1C2,-308.108742,-309.30029,1,2.06,64.1803475
574,O=CC1C2CC1O2,OCC1C2CC1O2,-344.00337,-345.196272,1,2.01,67.7352745
575,O=CC1C2CN1C2,OCC1C2CN1C2,-324.125643,-325.323297,1,2.03,80.2116505
576,C1C2C3C=CC2C13,C1C2C3CCC2C13,-270.980159,-272.205642,1,2.14,153.27669
577,O=C1C2C3C1CN23,OC1C2C3C1CN23,-322.946681,-324.131481,1,2.08,46.4634735
578,O=C1C2C3CC1C23,OC1C2C3CC1C23,-306.918146,-308.105658,1,2.1,53.5838295
579,O=C1C2C3CC1N23,OC1C2C3CC1N23,-322.95903,-324.149671,1,2.08,61.799019
580,O=C1C2C3OC1C23,OC1C2C3OC1C23,-342.809951,-344.007975,1,2.06,81.1830855
581,C1C2C3C=CC1C23,C1C2C3CCC1C23,-271.003282,-272.218715,1,2.14,126.890415
582,C1C2C3CC=C1C23,C1C2C3CCC1C23,-270.933303,-272.218715,1,2.14,310.6202795
583,CC#CC(F)(F)F,CCCC(F)(F)F,-453.248535,-455.701712,2,3.6,156.1791802
584,CC(=O)C(F)(F)F,CC(O)C(F)(F)F,-490.415929,-491.616314,1,1.77,87.381891
585,CC1=CC(=O)C=CO1,CC1CC(O)CCO1,-382.154626,-385.734237,3,5.21,68.52730033
586,CC1=CC=CC(C)=C1,CC1CCCC(C)C1,-310.340174,-313.912724,3,5.39,62.3477485
587,CC1=CC=CC(O)=C1,CC1CCCC(O)C1,-346.258515,-349.829003,3,5.3,60.54315483
